SKU,breadcrumbs,categories,desc,name,price,product_url,stock,tags
2571,Home|Pokemon|Moltres,"Flame,Pokemon","Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",Moltres,178.00,https://scrapeme.live/shop/Moltres/,208,"Flame,moltres,Pressure"
7213,Home|Pokemon|Zapdos,"Electric,Pokemon",Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,Zapdos,133.00,https://scrapeme.live/shop/Zapdos/,265,"Electric,Pressure,zapdos"
9883,Home|Sleeping|Snorlax,"Pokemon,Sleeping",Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,Snorlax,134.00,https://scrapeme.live/shop/Snorlax/,260,"Sleeping,snorlax,Thick Fat"
6040,Home|Pokemon|Articuno,"Freeze,Pokemon","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",Articuno,77.00,https://scrapeme.live/shop/Articuno/,101,"articuno,Freeze,Pressure"
1801,Home|Pokemon|Aerodactyl,"Fossil,Pokemon",Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,Aerodactyl,56.00,https://scrapeme.live/shop/Aerodactyl/,257,"aerodactyl,Fossil,Rock Head"
4736,Home|Shellfish|Kabutops,"Pokemon,Shellfish",Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,Kabutops,57.00,https://scrapeme.live/shop/Kabutops/,228,"kabutops,Shellfish,Swift Swim"
9584,Home|Shellfish|Kabuto,"Pokemon,Shellfish","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",Kabuto,79.00,https://scrapeme.live/shop/Kabuto/,187,"kabuto,Shellfish,Swift Swim"
3283,Home|Spiral|Omastar,"Pokemon,Spiral","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",Omastar,61.00,https://scrapeme.live/shop/Omastar/,249,"omastar,Shell Armor,Spiral"
4383,Home|Pokemon|Diglett,"Mole,Pokemon","Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.",Diglett,122.00,https://scrapeme.live/shop/Diglett/,227,"diglett,Mole,Sand Veil"
2333,Home|River Crab|Krabby,"Pokemon,River Crab","Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",Krabby,64.00,https://scrapeme.live/shop/Krabby/,147,"krabby,River Crab,Shell Armor"
3530,Home|Vine|Tangela,"Pokemon,Vine","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",Tangela,64.00,https://scrapeme.live/shop/Tangela/,91,"Chlorophyll,tangela,Vine"
9506,Home|Superpower|Machop,"Pokemon,Superpower",Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,Machop,166.00,https://scrapeme.live/shop/Machop/,173,"Guts,machop,Superpower"
5934,Home|Pokemon|Magneton,"Magnet,Pokemon","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.",Magneton,191.00,https://scrapeme.live/shop/Magneton/,152,"Magnet,magneton,Sturdy"
9629,Home|Pokemon|Gyarados,"Atrocious,Pokemon","Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",Gyarados,79.00,https://scrapeme.live/shop/Gyarados/,100,"Atrocious,gyarados,Intimidate"
1159,Home|Pokemon|Nidoking,"Drill,Pokemon","Nidoking’s thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it.",Nidoking,31.00,https://scrapeme.live/shop/Nidoking/,178,"Drill,nidoking,Poison Point"
4876,Home|Pokemon|Furret,"Long Body,Pokemon","Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",Furret,154.00,https://scrapeme.live/shop/Furret/,85,"furret,Keen Eye,Long Body"
9452,Home|Tiny Bird|Pidgey,"Pokemon,Tiny Bird","Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.",Pidgey,159.00,https://scrapeme.live/shop/Pidgey/,175,"Keen Eye,pidgey,Tiny Bird"
6542,Home|Pokemon|Beedrill,"Poison Bee,Pokemon","Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm.",Beedrill,168.00,https://scrapeme.live/shop/Beedrill/,125,"beedrill,Poison Bee,Swarm"
1049,Home|Pokemon|Kakuna,"Cocoon,Pokemon","Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch.",Kakuna,148.00,https://scrapeme.live/shop/Kakuna/,260,"Cocoon,kakuna,Shed Skin"
7525,Home|Pokemon|Weedle,"Hairy Bug,Pokemon",Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,Weedle,25.00,https://scrapeme.live/shop/Weedle/,65,"Hairy Bug,Shield Dust,weedle"
9507,Home|Pokemon|Butterfree,"Butterfly,Pokemon","Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest.",Butterfree,162.00,https://scrapeme.live/shop/Butterfree/,242,"Butterfly,butterfree,Compound Eyes"
2072,Home|Pokemon|Metapod,"Cocoon,Pokemon",The shell covering this Pokémon’s body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.,Metapod,148.00,https://scrapeme.live/shop/Metapod/,285,"Cocoon,metapod,Shed Skin"
7492,Home|Worm|Caterpie,"Pokemon,Worm","Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.",Caterpie,73.00,https://scrapeme.live/shop/Caterpie/,40,"caterpie,Shield Dust,Worm"
5212,Home|Shellfish|Blastoise,"Pokemon,Shellfish",Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.,Blastoise,76.00,https://scrapeme.live/shop/Blastoise/,88,"blastoise,Shellfish,Torrent"
9659,Home|Turtle|Wartortle,"Pokemon,Turtle","Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon’s toughness as a battler.",Wartortle,123.00,https://scrapeme.live/shop/Wartortle/,24,"Torrent,Turtle,wartortle"
6094,Home|Tiny Turtle|Squirtle,"Pokemon,Tiny Turtle","Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds.",Squirtle,130.00,https://scrapeme.live/shop/Squirtle/,178,"squirtle,Tiny Turtle,Torrent"
8840,Home|Pokemon|Charizard,"Flame,Pokemon","Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.",Charizard,156.00,https://scrapeme.live/shop/Charizard/,31,"Blaze,Charizard,Flame"
6565,Home|Pokemon|Charmeleon,"Flame,Pokemon","Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color.",Charmeleon,165.00,https://scrapeme.live/shop/Charmeleon/,284,"Blaze,charmeleon,Flame"
9086,Home|Pokemon|Charmander,"Lizard,Pokemon","The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely.",Charmander,48.00,https://scrapeme.live/shop/Charmander/,206,"Blaze,charmander,Lizard"
7036,Home|Seed|Venusaur,"Pokemon,Seed",There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.,Venusaur,105.00,https://scrapeme.live/shop/Venusaur/,30,"Overgrow,Seed,venusaur"
7227,Home|Seed|Ivysaur,"Pokemon,Seed","There is a bud on this Pokémon’s back. To support its weight, Ivysaur’s legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it’s a sign that the bud will bloom into a large flower soon.",Ivysaur,87.00,https://scrapeme.live/shop/Ivysaur/,142,"ivysaur,Overgrow,Seed"
4391,Home|Seed|Bulbasaur,"Pokemon,Seed","Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun’s rays, the seed grows progressively larger.",Bulbasaur,63.00,https://scrapeme.live/shop/Bulbasaur/,45,"bulbasaur,Overgrow,Seed"
2687,Home|Scout|Sentret,"Pokemon,Scout","When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",Sentret,48.00,https://scrapeme.live/shop/Sentret/,83,"Keen Eye,Scout,sentret"
9344,Home|Pokemon|Feraligatr,"Big Jaw,Pokemon","Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",Feraligatr,183.00,https://scrapeme.live/shop/Feraligatr/,175,"Big Jaw,feraligatr,Torrent"
9299,Home|Pokemon|Croconaw,"Big Jaw,Pokemon","Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",Croconaw,175.00,https://scrapeme.live/shop/Croconaw/,255,"Big Jaw,croconaw,Torrent"
4342,Home|Pokemon|Totodile,"Big Jaw,Pokemon","Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",Totodile,190.00,https://scrapeme.live/shop/Totodile/,285,"Big Jaw,Torrent,totodile"
5228,Home|Volcano|Typhlosion,"Pokemon,Volcano",Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,Typhlosion,191.00,https://scrapeme.live/shop/Typhlosion/,118,"Blaze,typhlosion,Volcano"
6999,Home|Volcano|Quilava,"Pokemon,Volcano",Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,Quilava,85.00,https://scrapeme.live/shop/Quilava/,263,"Blaze,quilava,Volcano"
3987,Home|Pokemon|Cyndaquil,"Fire Mouse,Pokemon","Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",Cyndaquil,154.00,https://scrapeme.live/shop/Cyndaquil/,184,"Blaze,cyndaquil,Fire Mouse"
5778,Home|Pokemon|Meganium,"Herb,Pokemon","The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",Meganium,163.00,https://scrapeme.live/shop/Meganium/,71,"Herb,meganium,Overgrow"
1272,Home|Pokemon|Bayleef,"Leaf,Pokemon",Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,Bayleef,44.00,https://scrapeme.live/shop/Bayleef/,299,"bayleef,Leaf,Overgrow"
2657,Home|Pokemon|Chikorita,"Leaf,Pokemon","In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",Chikorita,127.00,https://scrapeme.live/shop/Chikorita/,98,"chikorita,Leaf,Overgrow"
4382,Home|Pokemon|Mew,"New Species,Pokemon","Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",Mew,136.00,https://scrapeme.live/shop/Mew/,152,"mew,New Species,Synchronize"
9175,Home|Pokemon|Dragonite,"Dragon,Pokemon",Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,Dragonite,69.00,https://scrapeme.live/shop/Dragonite/,127,"Dragon,dragonite,Inner Focus"
5641,Home|Pokemon|Dragonair,"Dragon,Pokemon",Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,Dragonair,57.00,https://scrapeme.live/shop/Dragonair/,119,"Dragon,dragonair,Shed Skin"
4630,Home|Pokemon|Mewtwo,"Genetic,Pokemon","Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",Mewtwo,43.00,https://scrapeme.live/shop/Mewtwo/,78,"Genetic,mewtwo,Pressure"
2799,Home|Pokemon|Dratini,"Dragon,Pokemon",Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,Dratini,94.00,https://scrapeme.live/shop/Dratini/,275,"Dragon,dratini,Shed Skin"
9646,Home|Pokemon|Nidorino,"Poison Pin,Pokemon","Nidorino has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.",Nidorino,179.00,https://scrapeme.live/shop/Nidorino/,279,"nidorino,Poison Pin,Poison Point"
6614,Home|Pokemon|Nidoqueen,"Drill,Pokemon",Nidoqueen’s body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This Pokémon is at its strongest when it is defending its young.,Nidoqueen,106.00,https://scrapeme.live/shop/Nidoqueen/,153,"Drill,nidoqueen,Poison Point"
9779,Home|Pokemon|Nidorina,"Poison Pin,Pokemon","When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This Pokémon appears to become nervous if separated from the others.",Nidorina,28.00,https://scrapeme.live/shop/Nidorina/,58,"nidorina,Poison Pin,Poison Point"
4747,Home|Pokemon|Sandslash,"Mouse,Pokemon","Sandslash can roll up its body as if it were a ball covered with large spikes. In battle, this Pokémon will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws.",Sandslash,155.00,https://scrapeme.live/shop/Sandslash/,236,"Mouse,Sand Veil,sandslash"
9134,Home|Pokemon|Sandshrew,"Mouse,Pokemon","Sandshrew has a very dry hide that is extremely tough. The Pokémon can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep.",Sandshrew,82.00,https://scrapeme.live/shop/Sandshrew/,100,"Mouse,Sand Veil,sandshrew"
3488,Home|Pokemon|Raichu,"Mouse,Pokemon",This Pokémon exudes a weak electrical charge from all over its body that makes it take on a slight glow in darkness. Raichu plants its tail in the ground to discharge electricity.,Raichu,140.00,https://scrapeme.live/shop/Raichu/,215,"Mouse,raichu,Static"
1333,Home|Pokemon|Pikachu,"Mouse,Pokemon",This Pokémon has electricity-storing pouches on its cheeks. These appear to become electrically charged during the night while Pikachu sleeps. It occasionally discharges electricity when it is dozy after waking up.,Pikachu,37.00,https://scrapeme.live/shop/Pikachu/,254,"Mouse,pikachu,Static"
9230,Home|Pokemon|Arbok,"Cobra,Pokemon","This Pokémon is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once Arbok wraps its body around its foe, escaping its crunching embrace is impossible.",Arbok,182.00,https://scrapeme.live/shop/Arbok/,248,"arbok,Cobra,Shed Skin"
5690,Home|Snake|Ekans,"Pokemon,Snake",Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,Ekans,55.00,https://scrapeme.live/shop/Ekans/,120,"ekans,Shed Skin,Snake"
9127,Home|Pokemon|Fearow,"Beak,Pokemon",Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.,Fearow,95.00,https://scrapeme.live/shop/Fearow/,276,"Beak,fearow,Keen Eye"
1591,Home|Tiny Bird|Spearow,"Pokemon,Tiny Bird","Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",Spearow,133.00,https://scrapeme.live/shop/Spearow/,46,"Keen Eye,spearow,Tiny Bird"
5745,Home|Pokemon|Raticate,"Mouse,Pokemon","Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses.",Raticate,60.00,https://scrapeme.live/shop/Raticate/,204,"Mouse,raticate,Run Away"
1009,Home|Pokemon|Rattata,"Mouse,Pokemon","Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.",Rattata,128.00,https://scrapeme.live/shop/Rattata/,16,"Mouse,rattata,Run Away"
8462,Home|Pokemon|Pidgeot,"Bird,Pokemon","This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.",Pidgeot,185.00,https://scrapeme.live/shop/Pidgeot/,90,"Bird,Keen Eye,pidgeot"
1150,Home|Pokemon|Pidgeotto,"Bird,Pokemon","Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.",Pidgeotto,84.00,https://scrapeme.live/shop/Pidgeotto/,120,"Bird,Keen Eye,pidgeotto"
6706,Home|Pokemon|Magikarp,"Fish,Pokemon","Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",Magikarp,43.00,https://scrapeme.live/shop/Magikarp/,126,"Fish,magikarp,Swift Swim"
2149,Home|Wild Bull|Tauros,"Pokemon,Wild Bull","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",Tauros,63.00,https://scrapeme.live/shop/Tauros/,298,"Intimidate,tauros,Wild Bull"
2091,Home|Stag Beetle|Pinsir,"Pokemon,Stag Beetle","Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",Pinsir,141.00,https://scrapeme.live/shop/Pinsir/,29,"Hyper Cutter,pinsir,Stag Beetle"
8655,Home|Spitfire|Magmar,"Pokemon,Spitfire","In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",Magmar,130.00,https://scrapeme.live/shop/Magmar/,16,"Flame Body,magmar,Spitfire"
7699,Home|Pokemon|Electabuzz,"Electric,Pokemon","When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",Electabuzz,125.00,https://scrapeme.live/shop/Electabuzz/,63,"electabuzz,Electric,Static"
1615,Home|Pokemon|Jynx,"Human Shape,Pokemon","Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",Jynx,138.00,https://scrapeme.live/shop/Jynx/,197,"Human Shape,jynx,Oblivious"
5181,Home|Pokemon|Scyther,"Mantis,Pokemon","Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",Scyther,85.00,https://scrapeme.live/shop/Scyther/,139,"Mantis,scyther,Swarm"
9469,Home|Pokemon|Mr-mime,"Barrier,Pokemon","Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",Mr-mime,144.00,https://scrapeme.live/shop/Mr-mime/,105,"Barrier,mr-mime,Soundproof"
7984,Home|Pokemon|Starmie,"Mysterious,Pokemon",Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,Starmie,176.00,https://scrapeme.live/shop/Starmie/,283,"Mysterious,Natural Cure,starmie"
7802,Home|Star Shape|Staryu,"Pokemon,Star Shape","Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",Staryu,166.00,https://scrapeme.live/shop/Staryu/,292,"Natural Cure,Star Shape,staryu"
9260,Home|Pokemon|Seaking,"Goldfish,Pokemon",Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,Seaking,129.00,https://scrapeme.live/shop/Seaking/,226,"Goldfish,seaking,Swift Swim"
3144,Home|Pokemon|Goldeen,"Goldfish,Pokemon","Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",Goldeen,170.00,https://scrapeme.live/shop/Goldeen/,117,"goldeen,Goldfish,Swift Swim"
2148,Home|Pokemon|Seadra,"Dragon,Pokemon","Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",Seadra,51.00,https://scrapeme.live/shop/Seadra/,45,"Dragon,Poison Point,seadra"
1885,Home|Pokemon|Horsea,"Dragon,Pokemon","If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",Horsea,154.00,https://scrapeme.live/shop/Horsea/,88,"Dragon,horsea,Swift Swim"
7268,Home|Pokemon|Kangaskhan,"Parent,Pokemon","If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",Kangaskhan,164.00,https://scrapeme.live/shop/Kangaskhan/,35,"Early Bird,kangaskhan,Parent"
1688,Home|Pokemon|Magnemite,"Magnet,Pokemon",Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.,Magnemite,100.00,https://scrapeme.live/shop/Magnemite/,16,"magnemite,Magnet,Sturdy"
3864,Home|Pokemon|Slowbro,"Hermit Crab,Pokemon","Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.",Slowbro,179.00,https://scrapeme.live/shop/Slowbro/,289,"Hermit Crab,Oblivious,slowbro"
