SKU,breadcrumbs,categories,desc,name,price,product_url,stock,tags
2145,Home|Pokemon|Slowpoke,"Dopey,Pokemon","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.",Slowpoke,109.00,https://scrapeme.live/shop/Slowpoke/,57,"Dopey,Oblivious,slowpoke"
3414,Home|Pokemon|Rapidash,"Fire Horse,Pokemon","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.",Rapidash,98.00,https://scrapeme.live/shop/Rapidash/,194,"Fire Horse,rapidash,Run Away"
3629,Home|Pokemon|Ponyta,"Fire Horse,Pokemon",Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,Ponyta,53.00,https://scrapeme.live/shop/Ponyta/,41,"Fire Horse,ponyta,Run Away"
1408,Home|Pokemon|Golem,"Megaton,Pokemon","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",Golem,103.00,https://scrapeme.live/shop/Golem/,151,"golem,Megaton,Rock Head"
4748,Home|Rock|Graveler,"Pokemon,Rock","Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",Graveler,182.00,https://scrapeme.live/shop/Graveler/,86,"graveler,Rock,Rock Head"
1650,Home|Rock|Geodude,"Pokemon,Rock","When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",Geodude,32.00,https://scrapeme.live/shop/Geodude/,77,"geodude,Rock,Rock Head"
1723,Home|Pokemon|Tentacruel,"Jellyfish,Pokemon",Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,Tentacruel,65.00,https://scrapeme.live/shop/Tentacruel/,175,"Clear Body,Jellyfish,tentacruel"
1506,Home|Pokemon|Tentacool,"Jellyfish,Pokemon",Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,Tentacool,186.00,https://scrapeme.live/shop/Tentacool/,66,"Clear Body,Jellyfish,tentacool"
2187,Home|Pokemon|Victreebel,"Flycatcher,Pokemon","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",Victreebel,68.00,https://scrapeme.live/shop/Victreebel/,119,"Chlorophyll,Flycatcher,victreebel"
5253,Home|Pokemon|Weepinbell,"Flycatcher,Pokemon","Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.",Weepinbell,26.00,https://scrapeme.live/shop/Weepinbell/,46,"Chlorophyll,Flycatcher,weepinbell"
2857,Home|Superpower|Machamp,"Pokemon,Superpower","Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",Machamp,121.00,https://scrapeme.live/shop/Machamp/,242,"Guts,machamp,Superpower"
9503,Home|Superpower|Machoke,"Pokemon,Superpower","Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",Machoke,27.00,https://scrapeme.live/shop/Machoke/,10,"Guts,machoke,Superpower"
7454,Home|Pokemon|Bellsprout,"Flower,Pokemon","Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",Bellsprout,74.00,https://scrapeme.live/shop/Bellsprout/,257,"bellsprout,Chlorophyll,Flower"
7975,Home|Psi|Alakazam,"Pokemon,Psi","Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.",Alakazam,40.00,https://scrapeme.live/shop/Alakazam/,142,"alakazam,Inner Focus,Psi"
9040,Home|Psi|Kadabra,"Pokemon,Psi","Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",Kadabra,129.00,https://scrapeme.live/shop/Kadabra/,195,"Inner Focus,kadabra,Psi"
3845,Home|Psi|Abra,"Pokemon,Psi","Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.",Abra,141.00,https://scrapeme.live/shop/Abra/,116,"abra,Inner Focus,Psi"
1848,Home|Tadpole|Poliwrath,"Pokemon,Tadpole","Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.",Poliwrath,152.00,https://scrapeme.live/shop/Poliwrath/,216,"Damp,poliwrath,Tadpole"
4447,Home|Tadpole|Poliwhirl,"Pokemon,Tadpole","The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",Poliwhirl,121.00,https://scrapeme.live/shop/Poliwhirl/,139,"Damp,poliwhirl,Tadpole"
6402,Home|Tadpole|Poliwag,"Pokemon,Tadpole","Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.",Poliwag,174.00,https://scrapeme.live/shop/Poliwag/,217,"Damp,poliwag,Tadpole"
9267,Home|Pokemon|Arcanine,"Legendary,Pokemon","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.",Arcanine,69.00,https://scrapeme.live/shop/Arcanine/,14,"arcanine,Intimidate,Legendary"
1749,Home|Puppy|Growlithe,"Pokemon,Puppy","Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",Growlithe,30.00,https://scrapeme.live/shop/Growlithe/,243,"growlithe,Intimidate,Puppy"
3052,Home|Pokemon|Primeape,"Pig Monkey,Pokemon","When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.",Primeape,86.00,https://scrapeme.live/shop/Primeape/,68,"Pig Monkey,primeape,Vital Spirit"
5180,Home|Pokemon|Mankey,"Pig Monkey,Pokemon","When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",Mankey,125.00,https://scrapeme.live/shop/Mankey/,209,"mankey,Pig Monkey,Vital Spirit"
8764,Home|Pokemon|Golduck,"Duck,Pokemon","Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",Golduck,31.00,https://scrapeme.live/shop/Golduck/,278,"Damp,Duck,golduck"
6470,Home|Pokemon|Psyduck,"Duck,Pokemon","If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep.",Psyduck,182.00,https://scrapeme.live/shop/Psyduck/,214,"Damp,Duck,psyduck"
3752,Home|Pokemon|Persian,"Classy Cat,Pokemon",Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.,Persian,200.00,https://scrapeme.live/shop/Persian/,108,"Classy Cat,persian,Technician"
9594,Home|Scratch Cat|Meowth,"Pokemon,Scratch Cat","Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.",Meowth,131.00,https://scrapeme.live/shop/Meowth/,203,"meowth,Pickup,Scratch Cat"
7897,Home|Pokemon|Dugtrio,"Mole,Pokemon","Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.",Dugtrio,111.00,https://scrapeme.live/shop/Dugtrio/,290,"dugtrio,Mole,Sand Veil"
8548,Home|Pokemon|Chansey,"Egg,Pokemon","Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",Chansey,176.00,https://scrapeme.live/shop/Chansey/,151,"chansey,Egg,Natural Cure"
4900,Home|Pokemon|Rhydon,"Drill,Pokemon","Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.",Rhydon,27.00,https://scrapeme.live/shop/Rhydon/,73,"Drill,rhydon,Rock Head"
8574,Home|Spikes|Rhyhorn,"Pokemon,Spikes","Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.",Rhyhorn,124.00,https://scrapeme.live/shop/Rhyhorn/,138,"rhyhorn,Rock Head,Spikes"
8429,Home|Pokemon|Weezing,"Poison Gas,Pokemon","Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.",Weezing,48.00,https://scrapeme.live/shop/Weezing/,117,"Levitate,Poison Gas,weezing"
3303,Home|Pokemon|Koffing,"Poison Gas,Pokemon","Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.",Koffing,38.00,https://scrapeme.live/shop/Koffing/,110,"koffing,Levitate,Poison Gas"
5903,Home|Pokemon|Lickitung,"Licking,Pokemon","Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",Lickitung,142.00,https://scrapeme.live/shop/Lickitung/,291,"Licking,lickitung,Oblivious"
3499,Home|Punching|Hitmonchan,"Pokemon,Punching",Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,Hitmonchan,91.00,https://scrapeme.live/shop/Hitmonchan/,163,"hitmonchan,Keen Eye,Punching"
6833,Home|Pokemon|Hitmonlee,"Kicking,Pokemon","Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.",Hitmonlee,73.00,https://scrapeme.live/shop/Hitmonlee/,269,"hitmonlee,Kicking,Limber"
8681,Home|Pokemon|Marowak,"Bone Keeper,Pokemon",Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.,Marowak,36.00,https://scrapeme.live/shop/Marowak/,295,"Bone Keeper,marowak,Rock Head"
3170,Home|Pokemon|Cubone,"Lonely,Pokemon","Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds.",Cubone,177.00,https://scrapeme.live/shop/Cubone/,242,"cubone,Lonely,Rock Head"
8250,Home|Pokemon|Exeggutor,"Coconut,Pokemon","Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute.",Exeggutor,68.00,https://scrapeme.live/shop/Exeggutor/,292,"Chlorophyll,Coconut,exeggutor"
2494,Home|Pokemon|Exeggcute,"Egg,Pokemon","This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution.",Exeggcute,126.00,https://scrapeme.live/shop/Exeggcute/,144,"Chlorophyll,Egg,exeggcute"
1042,Home|Pokemon|Electrode,"Ball,Pokemon",One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.,Electrode,100.00,https://scrapeme.live/shop/Electrode/,230,"Ball,electrode,Static"
9522,Home|Pokemon|Voltorb,"Ball,Pokemon",Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.,Voltorb,189.00,https://scrapeme.live/shop/Voltorb/,245,"Ball,Static,voltorb"
1454,Home|Pokemon|Kingler,"Pincer,Pokemon","Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.",Kingler,72.00,https://scrapeme.live/shop/Kingler/,271,"kingler,Pincer,Shell Armor"
2634,Home|Pokemon|Hypno,"Hypnosis,Pokemon","Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.",Hypno,198.00,https://scrapeme.live/shop/Hypno/,222,"hypno,Hypnosis,Insomnia"
9437,Home|Pokemon|Drowzee,"Hypnosis,Pokemon","If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.",Drowzee,40.00,https://scrapeme.live/shop/Drowzee/,253,"drowzee,Hypnosis,Insomnia"
2221,Home|Rock Snake|Onix,"Pokemon,Rock Snake","Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",Onix,37.00,https://scrapeme.live/shop/Onix/,286,"onix,Rock Head,Rock Snake"
6267,Home|Shadow|Gengar,"Pokemon,Shadow","Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",Gengar,149.00,https://scrapeme.live/shop/Gengar/,159,"gengar,Levitate,Shadow"
7532,Home|Pokemon|Haunter,"Gas,Pokemon","Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",Haunter,42.00,https://scrapeme.live/shop/Haunter/,181,"Gas,haunter,Levitate"
6873,Home|Pokemon|Gastly,"Gas,Pokemon","Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",Gastly,179.00,https://scrapeme.live/shop/Gastly/,151,"Gas,gastly,Levitate"
5736,Home|Pokemon|Cloyster,"Bivalve,Pokemon","Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.",Cloyster,199.00,https://scrapeme.live/shop/Cloyster/,39,"Bivalve,cloyster,Shell Armor"
4653,Home|Pokemon|Shellder,"Bivalve,Pokemon","At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",Shellder,138.00,https://scrapeme.live/shop/Shellder/,23,"Bivalve,Shell Armor,shellder"
9514,Home|Sludge|Muk,"Pokemon,Sludge","This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.",Muk,187.00,https://scrapeme.live/shop/Muk/,220,"muk,Sludge,Stench"
3031,Home|Sludge|Grimer,"Pokemon,Sludge",Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,Grimer,147.00,https://scrapeme.live/shop/Grimer/,201,"grimer,Sludge,Stench"
9375,Home|Sea Lion|Dewgong,"Pokemon,Sea Lion",Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,Dewgong,70.00,https://scrapeme.live/shop/Dewgong/,62,"dewgong,Sea Lion,Thick Fat"
2302,Home|Sea Lion|Seel,"Pokemon,Sea Lion","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",Seel,164.00,https://scrapeme.live/shop/Seel/,250,"Sea Lion,seel,Thick Fat"
4038,Home|Triple Bird|Dodrio,"Pokemon,Triple Bird","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.",Dodrio,138.00,https://scrapeme.live/shop/Dodrio/,118,"dodrio,Run Away,Triple Bird"
8303,Home|Twin Bird|Doduo,"Pokemon,Twin Bird","Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains.",Doduo,73.00,https://scrapeme.live/shop/Doduo/,227,"doduo,Run Away,Twin Bird"
3808,Home|Wild Duck|Farfetchd,"Pokemon,Wild Duck","Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.",Farfetchd,185.00,https://scrapeme.live/shop/Farfetchd/,158,"farfetchd,Keen Eye,Wild Duck"
3503,Home|Pokemon|Venomoth,"Poison Moth,Pokemon","Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.",Venomoth,53.00,https://scrapeme.live/shop/Venomoth/,22,"Poison Moth,Shield Dust,venomoth"
1329,Home|Pokemon|Venonat,"Insect,Pokemon","Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.",Venonat,158.00,https://scrapeme.live/shop/Venonat/,177,"Compound Eyes,Insect,venonat"
4612,Home|Pokemon|Parasect,"Mushroom,Pokemon","Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.",Parasect,27.00,https://scrapeme.live/shop/Parasect/,17,"Effect Spore,Mushroom,parasect"
9691,Home|Pokemon|Paras,"Mushroom,Pokemon",Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,Paras,168.00,https://scrapeme.live/shop/Paras/,192,"Effect Spore,Mushroom,paras"
5295,Home|Pokemon|Vileplume,"Flower,Pokemon","Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.",Vileplume,170.00,https://scrapeme.live/shop/Vileplume/,283,"Chlorophyll,Flower,vileplume"
7374,Home|Weed|Gloom,"Pokemon,Weed","From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",Gloom,178.00,https://scrapeme.live/shop/Gloom/,74,"Chlorophyll,gloom,Weed"
8337,Home|Weed|Oddish,"Pokemon,Weed","Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees.",Oddish,45.00,https://scrapeme.live/shop/Oddish/,296,"Chlorophyll,oddish,Weed"
5941,Home|Pokemon|Golbat,"Bat,Pokemon","Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.",Golbat,136.00,https://scrapeme.live/shop/Golbat/,52,"Bat,golbat,Inner Focus"
2584,Home|Pokemon|Zubat,"Bat,Pokemon","Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.",Zubat,125.00,https://scrapeme.live/shop/Zubat/,154,"Bat,Inner Focus,zubat"
2733,Home|Pokemon|Wigglytuff,"Balloon,Pokemon","Wigglytuff’s body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.",Wigglytuff,130.00,https://scrapeme.live/shop/Wigglytuff/,260,"Balloon,Cute Charm,wigglytuff"
9180,Home|Pokemon|Jigglypuff,"Balloon,Pokemon","When this Pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.",Jigglypuff,61.00,https://scrapeme.live/shop/Jigglypuff/,136,"Balloon,Cute Charm,jigglypuff"
5173,Home|Pokemon|Ninetales,"Fox,Pokemon",Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one. This Pokémon is highly intelligent—it can understand human speech.,Ninetales,52.00,https://scrapeme.live/shop/Ninetales/,215,"Flash Fire,Fox,ninetales"
1440,Home|Pokemon|Vulpix,"Fox,Pokemon","Inside Vulpix’s body burns a flame that never goes out. During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.",Vulpix,85.00,https://scrapeme.live/shop/Vulpix/,268,"Flash Fire,Fox,vulpix"
9786,Home|Pokemon|Clefable,"Fairy,Pokemon","Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.",Clefable,188.00,https://scrapeme.live/shop/Clefable/,23,"clefable,Cute Charm,Fairy"
3259,Home|Pokemon|Clefairy,"Fairy,Pokemon","On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.",Clefairy,160.00,https://scrapeme.live/shop/Clefairy/,86,"clefairy,Cute Charm,Fairy"
4569,Home|Spiral|Omanyte,"Pokemon,Spiral","Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",Omanyte,162.00,https://scrapeme.live/shop/Omanyte/,13,"omanyte,Shell Armor,Spiral"
7940,Home|Virtual|Porygon,"Pokemon,Virtual",Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,Porygon,178.00,https://scrapeme.live/shop/Porygon/,156,"porygon,Trace,Virtual"
8149,Home|Pokemon|Flareon,"Flame,Pokemon","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",Flareon,34.00,https://scrapeme.live/shop/Flareon/,142,"Flame,flareon,Flash Fire"
4119,Home|Pokemon|Jolteon,"Lightning,Pokemon","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",Jolteon,158.00,https://scrapeme.live/shop/Jolteon/,37,"jolteon,Lightning,Volt Absorb"
5437,Home|Pokemon|Vaporeon,"Bubble Jet,Pokemon",Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,Vaporeon,147.00,https://scrapeme.live/shop/Vaporeon/,226,"Bubble Jet,vaporeon,Water Absorb"
3593,Home|Pokemon|Eevee,"Evolution,Pokemon",Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,Eevee,112.00,https://scrapeme.live/shop/Eevee/,234,"eevee,Evolution,Run Away"
5061,Home|Transform|Ditto,"Pokemon,Transform","Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",Ditto,75.00,https://scrapeme.live/shop/Ditto/,177,"ditto,Limber,Transform"
7759,Home|Transport|Lapras,"Pokemon,Transport","People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",Lapras,172.00,https://scrapeme.live/shop/Lapras/,89,"lapras,Transport,Water Absorb"
